,ending1,ending2,labels,startphrase,predicted label
516,Kesabarannya masih banyak.,Kesabarannya sudah sedikit.,0,Kesabarannya sekarang sebesar samudra.,1
517,Kesabarannya masih banyak.,Kesabarannya sudah sedikit.,1,Kesabarannya sekarang sebesar kertas.,1
518,"Melihat kejadian tersebut, wajahnya merona.","Melihat kejadian tersebut, wajahnya pucat pasi.",0,"Melihat kejadian tersebut, wajahnya seperti tomat.",0
519,"Melihat kejadian tersebut, wajahnya merona.","Melihat kejadian tersebut, wajahnya pucat pasi.",1,"Melihat kejadian tersebut, wajahnya seperti mayat.",1
520,Ingatan ayahnya buram.,Ingatan ayahnya jelas.,0,Ingatan ayahnya seperti besi berkarat.,1
521,Ingatan ayahnya buram.,Ingatan ayahnya jelas.,1,Ingatan ayahnya seperti alat perekam.,1
522,Antrian tiketnya panjang.,Antrian tiketnya tidak ada.,0,Antrian tiketnya seperti ular.,1
523,Antrian tiketnya panjang.,Antrian tiketnya tidak ada.,1,Antrian tiketnya seperti bank di hari minggu.,1
524,Niat rencananya baik.,Niat rencananya buruk.,0,Niat rencananya tercium harum.,1
525,Niat rencananya baik.,Niat rencananya buruk.,1,Niat rencananya tercium busuk.,1
526,Dia punya mental kuat.,Dia punya mental lemah.,0,Dia punya mental baja.,0
527,Dia punya mental kuat.,Dia punya mental lemah.,1,Dia punya mental tempe.,1
528,"Gerakan tariannya indah, lincah.",Gerakan tariannya kaku.,0,Gerakan tariannya seperti angsa.,1
529,"Gerakan tariannya indah, lincah.",Gerakan tariannya kaku.,1,Gerakan tariannya seperti robot.,1
530,Pola tidurnya berantakan.,Pola tidurnya rapi.,0,Pola tidurnya seperti kalong.,1
531,Pola tidurnya berantakan.,Pola tidurnya rapi.,1,Pola tidurnya seperti anak sekolahan.,1
532,Kadangkala cuaca di Bekasi panas.,Kadangkala cuaca di Bekasi dingin.,0,Kadangkala cuaca di Bekasi seperti gurun di Sahara.,1
533,Kadangkala cuaca di Bekasi panas.,Kadangkala cuaca di Bekasi dingin.,1,Kadangkala cuaca di Bekasi seperti salju di Antartika.,0
534,Tindakannya memperburuk keadaan.,Tindakannya meringankan keadaan.,0,Tindakannya seperti menabur garam di atas luka.,1
535,Tindakannya memperburuk keadaan.,Tindakannya meringankan keadaan.,1,Tindakannya seperti memberi minum para musafir.,0
536,Pikiran dan pikiran temannya saling melengkapi.,Pikiran dan pikiran temannya tidak nyambung.,0,Pikirannya dan pikiran temannya seperti roti dan mentega.,1
537,Pikiran dan pikiran temannya saling melengkapi.,Pikiran dan pikiran temannya tidak nyambung.,1,Pikirannya dan pikiran temannya seperti kecap dan kopi.,0
538,Proposalnya dapat persetujuan.,Proposalnya dapat penolakan.,0,Proposalnya dapat lampu hijau.,0
539,Proposalnya dapat persetujuan.,Proposalnya dapat penolakan.,1,Proposalnya dapat lampu merah.,0
540,"Bagi sang ibu, anaknya mudah ditebak.","Bagi sang ibu, anaknya sulit ditebak.",0,"Bagi sang ibu, anaknya adalah buku yang terbuka.",1
541,"Bagi sang ibu, anaknya mudah ditebak.","Bagi sang ibu, anaknya sulit ditebak.",1,"Bagi sang ibu, anaknya adalah buku yang tertutup.",1
542,Dia berbelanja tanpa pikir panjang dan foya-foya.,Dia berbelanja penuh perhitungan.,0,Dia berbelanja seperti tidak ada hari esok.,yes
543,Dia berbelanja tanpa pikir panjang dan foya-foya.,Dia berbelanja penuh perhitungan.,1,Dia berbelanja seperti akan hidup selamanya.,1
544,Sikapnya angkuh.,Sikapnya rendah diri.,0,Lagaknya seperti anak sultan.,0
545,Sikapnya angkuh.,Sikapnya rendah diri.,1,Lagaknya seperti anak petani.,0
546,Kehadiranmu bagiku menyenangkan.,Kehadiranmu bagiku menyebalkan.,0,Kehadiranmu bagiku bagaikan meneguk es di siang hari.,1
547,Kehadiranmu bagiku menyenangkan.,Kehadiranmu bagiku menyebalkan.,1,Kehadiranmu bagiku bagaikan menghirup asap knalpot di siang hari.,0
548,Kulitnya berpori-pori besar dan bertekstur.,Kulitnya mulus bercahaya.,0,Kulitnya seperti jalan kerikil.,0
549,Kulitnya berpori-pori besar dan bertekstur.,Kulitnya mulus bercahaya.,1,Kulitnya seperti kristal.,0
550,Sikapnya padaku ramah.,Sikapnya padaku jutek.,0,Sikapnya padaku seperti matahari pagi.,1
551,Sikapnya padaku ramah.,Sikapnya padaku jutek.,1,Sikapnya padaku seperti es di kutub selatan.,1
552,Tulisan tangannya berantakan.,Tulisan tangannya rapi.,0,Tulisan tangannya bagaikan milik dokter.,0
553,Tulisan tangannya berantakan.,Tulisan tangannya rapi.,1,Tulisan tangannya bagaikan milik mesin cetak.,1
554,Wajahnya terlihat rupawan.,Wajahnya terlihat jelek.,0,Wajahnya terlihat seperti beauty filter di Instagram.,1
555,Wajahnya terlihat rupawan.,Wajahnya terlihat jelek.,1,Wajahnya terlihat seperti habis perawatan di klinik abal-abal.,0
556,Rambutnya tertata bagus.,Rambutnya lepek.,0,"Dilihat dari rambutnya, dia seperti habis dari salon.",1
557,Rambutnya tertata bagus.,Rambutnya lepek.,1,"Dilihat dari rambutnya, dia seperti habis lari lima putaran.",1
558,Dia beribadah dengan asal.,Dia beribadah dengan khusyuk.,0,Dia beribadah seperti tidak ada surga dan neraka.,1
559,Dia beribadah dengan asal.,Dia beribadah dengan khusyuk.,1,Dia beribadah seperti akan mati esok hari.,1
560,Perawakannya kurus.,Perawakannya gendut.,0,"Dari perawakannya, ia telrihat seperti belum makan tiga hari.",1
561,Perawakannya kurus.,Perawakannya gendut.,1,"Dari perawakannya, ia telrihat seperti baru menghabiskan semur satu kuali.",0
562,Bapak itu terlihat gemuk.,Bapak itu terlihat kurus.,0,Bapak itu terlihat seperti memiliki istri yang pandai memasak.,0
563,Bapak itu terlihat gemuk.,Bapak itu terlihat kurus.,1,Bapak itu terlihat seperti tinggal di kosan seorang diri.,1
564,Raut wajahnya ceria.,Raut wajahnya murung.,0,Raut wajahnya seakan ia baru saja menang giveaway di sosial media.,0
565,Raut wajahnya ceria.,Raut wajahnya murung.,1,Raut wajahnya seakan ia baru saja diretas di sosial media.,1
566,Kemampuan Bahasa Inggrisnya buruk.,Kemampuan Bahasa Inggrisnya bagus sekali.,0,Kemampuan Bahasa Inggrisnya seperti anak usia lima tahun.,1
567,Kemampuan Bahasa Inggrisnya buruk.,Kemampuan Bahasa Inggrisnya bagus sekali.,1,Kemampuan Bahasa Inggrisnya seperti warna negara Amerika.,1
568,Dia menyetir dan tahu arah jalan.,Dia menyetir dan tidak tahu arah jalan.,0,Dia meneyetir seakan-akan ia sudah tinggal di kota ini tiga puluh tahun.,1
569,Dia menyetir dan tahu arah jalan.,Dia menyetir dan tidak tahu arah jalan.,1,Dia meneyetir seakan-akan ia baru kemarin sore sampai di kota ini.,1
570,"Semenjak kau pergi, aku merasa kehilangan.","Semenjak kau pergi, aku merasa lebih baik.",0,"Semenjak kau pergi, hatiku seperti rumah yang ditinggal pemiliknya.",0
571,"Semenjak kau pergi, aku merasa kehilangan.","Semenjak kau pergi, aku merasa lebih baik.",1,"Semenjak kau pergi, hatiku seperti rumah yang direnovasi.",1
572,Dia mendengarkan nasehat dari ibunya dengan sungguh-sungguh.,Dia mendengarkan nasehat dari ibunya dengan tidak fokus.,0,Dia mendengarkan nasehat dari ibunya seperti murid yang duduk di bangku paling depan.,1
573,Dia mendengarkan nasehat dari ibunya dengan sungguh-sungguh.,Dia mendengarkan nasehat dari ibunya dengan tidak fokus.,1,Dia mendengarkan nasehat dari ibunya seperti murid yang tidak sabar menunggu bel pulang.,1
574,Laki-laki itu berpidato dengan sangat percaya diri.,Laki-laki itu berpidato dengan sangat  tidak percaya diri.,0,Laki-laki itu berpidato sekan-akan ia orang paling tampan di Jakarta.,1
575,Laki-laki itu berpidato dengan sangat percaya diri.,Laki-laki itu berpidato dengan sangat  tidak percaya diri.,1,Laki-laki itu berpidato sekan-akan ia tidak memiliki apapun kecuali yang melekat di badannya.,0
576,"Saat aku bersamanya, rasanya begitu nyaman.","Saat aku bersamanya, rasanya begitu tidak nyaman.",0,"Saat aku bersamanya, rasanya seperti dipeluk ibu.",1
577,"Saat aku bersamanya, rasanya begitu nyaman.","Saat aku bersamanya, rasanya begitu tidak nyaman.",1,"Saat aku bersamanya, rasanya seperti memakai kain yang rombeng.",0
578,"Saat bernyanyi, suaranya terdengar nyaman di telinga atau bagus.","Saat bernyanyi, suaranya terdengar tidak nyaman di telinga atau jelek.",0,"Saat bernyanyi, suaranya terdengar seperti kicauan burung di pagi hari.",0
579,"Saat bernyanyi, suaranya terdengar nyaman di telinga atau bagus.","Saat bernyanyi, suaranya terdengar tidak nyaman di telinga atau jelek.",1,"Saat bernyanyi, suaranya terdengar seperti alarm bangun tidur di pagi hari.",0
580,Dia menatapku dengan jijik.,Dia menatapku dengan kagum.,0,Dia menatapku seakan-akan aku belum mandi tiga hari.,1
581,Dia menatapku dengan jijik.,Dia menatapku dengan kagum.,1,Dia menatapku seakan-akan aku pemenang Putri Indonesia.,1
582,Dia memasak dengan jumlah sangat banyak.,Dia memasak dengan jumlah sangat sedikit.,0,Dia memasak seperti akan memberi makan satu RT.,1
583,Dia memasak dengan jumlah sangat banyak.,Dia memasak dengan jumlah sangat sedikit.,1,Dia memasak seperti sedang diet ketat.,0
584,"Bagiku, makanan ini terasa lezat.","Bagiku, makanan ini terasa tidak enak.",0,"Bagiku, makanan ini terasa seperti dibuat oleh pemenang Masterchef .",1
585,"Bagiku, makanan ini terasa lezat.","Bagiku, makanan ini terasa tidak enak.",1,"Bagiku, makanan ini terasa seperti dibuat oleh anak SD yang baru pertama kali ke dapur .",1
586,Dia berbadan gendut.,Dia berbadan kurus.,0,"Dari badannya, dia terlihat seperti pemain sumo.",0
587,Dia berbadan gendut.,Dia berbadan kurus.,1,"Dari badannya, dia terlihat seperti kontentan America's Next Top Model.",1
588,Dia menghadapi masalah dengan sikap yang labil.,Dia menghadapi masalah dengan sikap yang bijak.,0,Dia menghadapi masalah seperti remaja yang sedang puber.,0
589,Dia menghadapi masalah dengan sikap yang labil.,Dia menghadapi masalah dengan sikap yang bijak.,1,Dia menghadapi masalah seperti psikolog yang tersertifikasi.,1
590,"Saat aku berjabat tangan dengannya, tangannya terasa halus.","Saat aku berjabat tangan dengannya, tangannya terasa kasar.",0,"Saat aku berjabat tangan dengannya, rasanya seperti dia tidak pernah bekerja sekalipun dalam hidupnya.",0
591,"Saat aku berjabat tangan dengannya, tangannya terasa halus.","Saat aku berjabat tangan dengannya, tangannya terasa kasar.",1,"Saat aku berjabat tangan dengannya, rasanya seperti dia bekerja sebagai tukang cuci.",1
592,Pipinya gembul.,Pipinya peyot.,0,Pipinya seperti bakpao.,0
593,Pipinya gembul.,Pipinya peyot.,1,Pipinya seperti ban kempes.,1
594,Hasil pertandingan hari ini membuatku merasa kecewa.,Hasil pertandingan hari ini membuatku merasa puas.,0,Hasil pertandingan hari ini membuatku merasa seperti menumpahkan sepiring mi goreng yang belum aku makan.,0
595,Hasil pertandingan hari ini membuatku merasa kecewa.,Hasil pertandingan hari ini membuatku merasa puas.,1,Hasil pertandingan hari ini membuatku merasa seperti baru saja menyelesaikan lari marathon pertamaku.,1
596,Dia berjalan dengan kaku.,Dia berjalan dengan luwes.,0,Dia berjalan seperti robot.,1
597,Dia berjalan dengan kaku.,Dia berjalan dengan luwes.,1,Dia berjalan seperti model.,1
598,Dia menangkat galon dengan mudah.,Dia menangkat galon dengan susah payah.,0,Dia menangkat galon seperti binaragawan.,0
599,Dia menangkat galon dengan mudah.,Dia menangkat galon dengan susah payah.,1,Dia menangkat galon seperti sedang sakit tipes.,1
600,Kata-katanya membuatku merasa tenang.,Kata-katanya membuatku merasa gelisah.,0,Kata-katanya membuatku merasa seperti sedang berlibur di Bali.,1
601,Kata-katanya membuatku merasa tenang.,Kata-katanya membuatku merasa gelisah.,1,Kata-katanya membuatku merasa seperti diberi setumpuk tugas yang harus selesai besok.,1
602,Dia terlihat bahagia.,Dia terlihat murung.,0,"Dari ekspresinya, dia terlihat seperti orang yang sedang jatuh cinta.",0
603,Dia terlihat bahagia.,Dia terlihat murung.,1,"Dari ekspresinya, dia terlihat seperti sedang terlilit hutang.",1
604,Alas sepatu ini terasa empuk.,Alas sepatu ini terasa keras.,0,Alas sepatu ini terasa seperti bantal bulu angsa.,0
605,Alas sepatu ini terasa empuk.,Alas sepatu ini terasa keras.,1,Alas sepatu ini terasa seperti kerikil di dasar sungai.,1
606,Kondisi di dalam rumahnya tertata rapi.,Kondisi di dalam rumahnya berantakan.,0,Kondisi di dalam rumahnya seperti showroom di IKEA.,0
607,Kondisi di dalam rumahnya tertata rapi.,Kondisi di dalam rumahnya berantakan.,1,Kondisi di dalam rumahnya seperti habis terkena gempa 7 skala Richter.,0
608,Dia makan malam dengan tidak berselera.,Dia makan malam dengan lahap.,0,Dia makan malam seperti orang yang sedang sariawan.,0
609,Dia makan malam dengan tidak berselera.,Dia makan malam dengan lahap.,1,Dia makan malam seperti orang yang sedang berbuka puasa.,1
610,Dia memanggilku dengan berteriak.,Dia memanggilku dengan berbisik.,0,Dia memanggilku seperti seorang ibu yang mencari anaknya di keramaian.,1
611,Dia memanggilku dengan berteriak.,Dia memanggilku dengan berbisik.,1,Dia memanggilku seperti pencuri yang takut ketahuan.,1
612,Dia memasak dengan sungguh-sungguh.,Dia memasak dengan asal.,0,Dia memasak seperti sedang mengikuti kompetisi Masterchef.,0
613,Dia memasak dengan sungguh-sungguh.,Dia memasak dengan asal.,1,Dia memasak seperti anak kos yang malas.,0
614,Aku merasa takut saat berada di ketinggian.,Aku merasa berani saat berada di ketinggian.,0,Aku merasa seperti anak kecil yang baru memecahkan vas bunga kesayangan ibunya saat berada di ketinggian.,1
615,Aku merasa takut saat berada di ketinggian.,Aku merasa berani saat berada di ketinggian.,1,Aku merasa seperti pecinta reptil yang sedang berkunjung ke penangkaran ular saat berada di ketinggian.,1
616,Hidungnya pesek.,Hidungnya mancung.,0,Hidungnya seperti buah ceri.,0
617,Hidungnya pesek.,Hidungnya mancung.,1,Hidungnya seperti paruh burung.,1
618,Warna kulitnya sawo matang.,Warna kulitnya putih gading.,0,Warna kulitnya seperti kopi susu.,1
619,Warna kulitnya sawo matang.,Warna kulitnya putih gading.,1,Warna kulitnya seperti salju.,1
620,Dia menari dengan luwes.,Dia menari dengan kaku.,0,Dia menari seperti finalis Indonesia's Got Talent.,0
621,Dia menari dengan luwes.,Dia menari dengan kaku.,1,Dia menari seperti bapak-bapak yang punya asam urat.,2
622,Dia bermain bulutangkis dengan hebat.,Dia bermain bulutangkis dengan payah.,0,Dia bermain bulutangkis seperti atlet Olimpiade.,0
623,Dia bermain bulutangkis dengan hebat.,Dia bermain bulutangkis dengan payah.,1,Dia bermain bulutangkis seperti orang mabuk.,1
624,Dia berpakaian rapi.,Dia berpakaian seadanya.,0,Dia berpakaian seperti akan bertemu pujaan hatinya.,0
625,Dia berpakaian rapi.,Dia berpakaian seadanya.,1,Dia berpakaian seperti mau beli ikan ke pasar.,1
626,Dia bekerja dengan upaya yang maksimal.,Dia bekerja dengan asal-asalan.,0,Dia bekerja seakan-akan dia digaji ratusan juta per bulan.,1
627,Dia bekerja dengan upaya yang maksimal.,Dia bekerja dengan asal-asalan.,1,Dia bekerja seakan-akan dia mahasiswa magang yang tidak ingin lulus.,1
628,Tasnya terlihat mahal.,Tasnya terlihat murah.,0,"Dari tas yang dipakainya, dia terlihat seperti istri pejabat.",0
629,Tasnya terlihat mahal.,Tasnya terlihat murah.,1,"Dari tas yang dipakainya, dia terlihat seperti pengangguran.",1
630,Dia naik ke pesawat dengan ragu-ragu.,Dia naik ke pesawat dengan percaya diri.,0,Dia naik ke pesawat seperti orang yang tidak pernah ke luar negeri.,0
631,Dia naik ke pesawat dengan ragu-ragu.,Dia naik ke pesawat dengan percaya diri.,1,Dia naik ke pesawat seperti penumpang kelas bisnis.,1
632,Dia memelukku dengan erat.,Dia memelukku dengan enggan.,0,Dia memelukku seakan-akan aku adalah ibunya.,1
633,Dia memelukku dengan erat.,Dia memelukku dengan enggan.,1,Dia memelukku seakan-akan aku adalah musuh bebuyutannya.,1
634,Dia mempresentasikan tugasnya dengan yakin.,Dia mempresentasikan tugasnya dengan gelisah.,0,Dia mempresentasikan tugasnya seperti pemenang lomba pidato internasional.,1
635,Dia mempresentasikan tugasnya dengan yakin.,Dia mempresentasikan tugasnya dengan gelisah.,1,Dia mempresentasikan tugasnya seperti orang yang sedang menahan pipis.,0
636,Hotel ini terasa sepi.,Hotel ini terasa ramai.,0,Hotel ini terasa seperti di tengah samudera.,1
637,Hotel ini terasa sepi.,Hotel ini terasa ramai.,1,Hotel ini terasa seperti stadion bola saat pertandingan.,1
638,Kamu tidur dengan sangat nyenyak.,Kamu tidur dengan tidak nyenyak.,0,Kamu tidur seperti beruang yang sedang hibernasi.,0
639,Kamu tidur dengan sangat nyenyak.,Kamu tidur dengan tidak nyenyak.,1,Kamu tidur seperti ibu menyusui yang bayinya rewel.,1
640,Hari ini aku merasa bahagia.,Hari ini aku merasa sedih.,0,Hari ini aku merasa seperti anak kecil di toko mainan.,1
641,Hari ini aku merasa bahagia.,Hari ini aku merasa sedih.,1,Hari ini aku merasa seperti anak kecil yang es krimnya tersenggol dan jatuh.,1
642,Mobilnya cepat.,Mobilnya lambat.,0,Mobil itu melaju seperti peluru.,1
643,Mobilnya cepat.,Mobilnya lambat.,1,Mobil itu melaju seperti keong.,1
644,Budi sangat pintar.,Budi sangat bodoh.,0,"Walaupun berusia 15 tahun, Budi berpikir layaknya seorang ilmuwan.",1
645,Budi sangat pintar.,Budi sangat bodoh.,1,"Walaupun berusia 15 tahun, Budi berpikir layaknya balita.",1
646,Laptopnya mahal.,Laptopnya murah.,0,Laptop baru Ani harganya seperti berlian.,1
647,Laptopnya mahal.,Laptopnya murah.,1,Laptop baru Ani harganya seperti rongsokan.,1
648,Rasa jajanan ini tidak enak.,Rasa jajanan ini sangat lezat.,0,Jajanan di kantin ini rasanya seperti kotoran burung.,0
649,Rasa jajanan ini tidak enak.,Rasa jajanan ini sangat lezat.,1,Jajanan di kantin ini rasanya seperti sentuhan malaikat.,1
650,Ia berpenampilan kumal dan kusam.,Ia berpenampilan cantik dan elok.,0,Penampilannya bagaikan kucing masuk comberan.,0
651,Ia berpenampilan kumal dan kusam.,Ia berpenampilan cantik dan elok.,1,Penampilannya bagaikan bidadari.,1
652,Ketiaknya berbau tidak sedap.,Ketiaknya berbau sedap.,0,Ketiaknya baunya seperti bunga bangkai.,1
653,Ketiaknya berbau tidak sedap.,Ketiaknya berbau sedap.,1,Ketiaknya baunya seperti melati.,1
654,Daging itu alot dan keras.,Daging itu lembut.,0,Makan daging itu rasanya seperti menggigit sandal.,0
655,Daging itu alot dan keras.,Daging itu lembut.,1,Makan daging itu rasanya seperti menggigit kapas.,1
656,Saiful merasa berduka. .,Saiful merasa gembira. .,0,"Mendengar kabar itu, perasaan Saiful layaknya ibu yang kehilangan anaknya.",1
657,Saiful merasa berduka. .,Saiful merasa gembira. .,1,"Mendengar kabar itu, perasaan Saiful layaknya seseorang yang menemukan harta terpendam.",0
658,Pak RT bekerja malas-malasan dan lamban.,Pak RT bekerja bersemangat dan gesit.,0,Pak RT bekerja seperti kukang kurang tidur.,1
659,Pak RT bekerja malas-malasan dan lamban.,Pak RT bekerja bersemangat dan gesit.,1,Pak RT bekerja seperti robot dengan baterai penuh.,1
660,Rumahnya luas.,Rumahnya sempit.,0,Rumah itu sebesar lapangan bola.,1
661,Rumahnya luas.,Rumahnya sempit.,1,Rumah itu sebesar lubang tikus.,1
662,Masjid itu tidak megah.,Masjid itu sangat megah.,0,Masjid di pinggiran kota itu megah bagai gubuk tua.,1
663,Masjid itu tidak megah.,Masjid itu sangat megah.,1,Masjid di pinggiran kota itu megah bagai istana raja.,1
664,Luka bekas kecelakaan itu sangat menyakitkan.,Luka bekas kecelakaan itu tidak sakit.,0,"Setelah kecelakaan motor semalam, tangan Irvan serasa ditusuk pedang.",0
665,Luka bekas kecelakaan itu sangat menyakitkan.,Luka bekas kecelakaan itu tidak sakit.,1,"Setelah kecelakaan motor semalam, tangan Irvan serasa digigit semut.",0
666,Teriakannya keras dan lantang.,Teriakannya pelan.,0,Teriakannya seakan suara petir yang menyambar.,0
667,Teriakannya keras dan lantang.,Teriakannya pelan.,1,Teriakannya seakan hembusan angin sepoi-sepoi.,1
668,Bajunya merah cerah.,Bajunya tidak berwarna merah.,0,Warna bajunya semerah api yang membara.,0
669,Bajunya merah cerah.,Bajunya tidak berwarna merah.,1,Warna bajunya semerah abu.,1
670,Giginya tidak putih.,Giginya putih.,0,Giginya seputih kopi.,0
671,Giginya tidak putih.,Giginya putih.,1,Giginya seputih susu.,1
672,Konser tersebut ramai penonton.,Konser tersebut sepi penonton.,0,Penonton konser band itu layaknya semut mengerumuni gula.,0
673,Konser tersebut ramai penonton.,Konser tersebut sepi penonton.,1,Penonton konser band itu layaknya peserta kuliah pagi.,0
674,Mahasiswa itu sangat sibuk.,Mahasiswa itu tidak sibuk.,0,Mahasiswa itu sibuk bak presiden.,1
675,Mahasiswa itu sangat sibuk.,Mahasiswa itu tidak sibuk.,1,Mahasiswa itu sibuk bak pengangguran.,0
676,Udaranya sejuk.,Udaranya panas.,0,Udara pagi ini rasanya seperti udara di Puncak.,1
677,Udaranya sejuk.,Udaranya panas.,1,Udara pagi ini rasanya seperti Jakarta di siang bolong.,0
678,Ia tidak bisa memahami penjelasan yang diberikan.,Ia dengan mudah mengerti penjelasan yang diberikan.,0,"Mendengar penjelasan itu, ia seperti anak TK yang diajari persamaan trigonometri.",1
679,Ia tidak bisa memahami penjelasan yang diberikan.,Ia dengan mudah mengerti penjelasan yang diberikan.,1,"Mendengar penjelasan itu, ia seperti profesor yang diajari penjumlahan dasar.",1
680,"Baginya, internet itu kebutuhan primer.","Baginya, internet itu kebutuhan tersier.",0,"Menurutnya, internet itu sama pentingnya dengan makan sehari-hari.",0
681,"Baginya, internet itu kebutuhan primer.","Baginya, internet itu kebutuhan tersier.",1,"Menurutnya, internet itu sama pentingnya dengan makan di restoran berbintang.",0
682,Omongannya sangat pedas.,Omongannya tidak pedas.,0,Omongannya sepedas cabai rawit.,1
683,Omongannya sangat pedas.,Omongannya tidak pedas.,1,Omongannya sepedas saus tomat.,0
684,"Di Indonesia, orang jujur mudah ditemui.","Di Indonesia, orang jujur jarang ditemui.",0,Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai.,1
685,"Di Indonesia, orang jujur mudah ditemui.","Di Indonesia, orang jujur jarang ditemui.",1,Mencari orang jujur di Indonesia itu bagai mencari berlian di dasar laut.,0
686,Ia sangat aktif.,Ia tidak aktif.,0,Ia beraktifitas seakan ia masih muda.,0
687,Ia sangat aktif.,Ia tidak aktif.,1,Ia beraktifitas seakan ia sudah tua.,1
688,Ia mengemudi dengan ugal-ugalan.,Ia mengemudi dengan rapi dan tertib.,0,Ia mengemudi bagaikan sopir angkutan kota.,1
689,Ia mengemudi dengan ugal-ugalan.,Ia mengemudi dengan rapi dan tertib.,1,Ia mengemudi bagaikan sopir pribadi presiden.,1
690,Orang itu memiliki mental yang lemah.,Orang itu memiliki mental yang kuat.,0,Orang itu bermental tempe.,0
691,Orang itu memiliki mental yang lemah.,Orang itu memiliki mental yang kuat.,1,Orang itu bermental baja.,1
692,Badannya besar dan kuat.,Badannya kurus dan lemah.,0,Badannya seperti Gatotkaca.,1
693,Badannya besar dan kuat.,Badannya kurus dan lemah.,1,Badannya seperti korek api.,1
694,Bekerja membuatnya senang.,Bekerja membuatnya menderita.,0,"Baginya, bekerja itu bagai menghirup udara pagi.",0
695,Bekerja membuatnya senang.,Bekerja membuatnya menderita.,1,"Baginya, bekerja itu bagai berjalan di bara api.",1
696,Kuliah sastra itu sangat sulit.,Kuliah sastra itu sangat mudah.,0,Kuliah sastra adalah pertempuran di medan perang.,1
697,Kuliah sastra itu sangat sulit.,Kuliah sastra itu sangat mudah.,1,Kuliah sastra adalah perjalanan santai di taman.,0
698,Rizal hidup berfoya-foya dan mewah.,Rizal hidup irit.,0,Rizal menghabiskan uangnya seakan ia anak juragan properti di Jakarta.,0
699,Rizal hidup berfoya-foya dan mewah.,Rizal hidup irit.,1,Rizal menghabiskan uangnya seakan ia harus menebus pinjaman online.,0
700,Merakit komputer baru itu sangat rumit.,Merakit komputer baru itu sangat mudah.,0,Merakit komputer baru itu rasanya seperti menjinakkan bom. .,2
701,Merakit komputer baru itu sangat rumit.,Merakit komputer baru itu sangat mudah.,1,Merakit komputer baru itu rasanya seperti menyelesaikan puzzle untuk anak-anak. .,1
702,Berdiskusi dengan pemimpin negeri ini sia-sia belaka.,Berdiskusi dengan pemimpin negeri ini bermanfaat.,0,Berdiskusi dengan para pemimpin negeri ini bagaikan berdebat dengan tembok.,0
703,Berdiskusi dengan pemimpin negeri ini sia-sia belaka.,Berdiskusi dengan pemimpin negeri ini bermanfaat.,1,Berdiskusi dengan para pemimpin negeri ini bagaikan menyiram air pada tanaman.,1
704,Kerjasama mereka merugikan salah satu pihak.,Kerjasama mereka saling menguntungkan.,0,Kerjasama dua perusahaan itu bagai lalat dan buah.,1
705,Kerjasama mereka merugikan salah satu pihak.,Kerjasama mereka saling menguntungkan.,1,Kerjasama dua perusahaan itu bagai lebah dan bunga.,0
706,Penampilannya berantakan.,Penampilannya rapi.,0,Penampilan dosen itu seperti sopir angkot.,1
707,Penampilannya berantakan.,Penampilannya rapi.,1,Penampilan dosen itu seperti sopir presiden.,1
708,Andi suka sekolah.,Andi benci sekolah.,0,Andi menyukai sekolah seperti semut menyukai gula.,1
709,Andi suka sekolah.,Andi benci sekolah.,1,Andi menyukai sekolah seperti semut menyukai garam.,1
710,Ia pemberani.,Ia penakut.,0,Anak itu berani seperti singa.,1
711,Ia pemberani.,Ia penakut.,1,Anak itu berani seperti anak kucing.,0
712,Rumahnya sangat kotor.,Rumahnya sangat bersih.,0,Rumahnya seperti tidak pernah dibersihkan selama 100 hari.,0
713,Rumahnya sangat kotor.,Rumahnya sangat bersih.,1,Rumahnya seperti dibersihkan 100 kali sehari.,1
714,Pikirannya dangkal.,Pikirannya dalam.,0,Pola pikirnya sedalam air kobokan.,1
715,Pikirannya dangkal.,Pikirannya dalam.,1,Pola pikirnya sedalam sumur.,1
716,Sekolahnya jauh dari rumahnya.,Sekolahnya dekat dari rumahnya.,0,Jarak antar rumah dan sekolahnya serasa jarak dari kutub utara dan kutub selatan.,0
717,Sekolahnya jauh dari rumahnya.,Sekolahnya dekat dari rumahnya.,1,Jarak antar rumah dan sekolahnya serasa sejauh lencang tangan.,1
718,Seminarnya dilaksanakan secara amatiran.,Seminarnya dilaksanakan secara profesional.,0,Seminar ini seakan dilaksanakan oleh anak SMA.,0
719,Seminarnya dilaksanakan secara amatiran.,Seminarnya dilaksanakan secara profesional.,1,Seminar ini seakan dilaksanakan oleh penyelenggara Piala Dunia.,1
720,Seminarnya sangat formal.,Seminarnya sangat informal.,0,Seminar kali ini rasanya seperti pertemuan dengan presiden. .,1
721,Seminarnya sangat formal.,Seminarnya sangat informal.,1,Seminar kali ini rasanya seperti kumpul-kumpul di tongkrongan. .,1
722,Teknik pengobatan itu efektif.,Teknik pengobatan itu tidak efektif.,0,Teknik pengobatan tersebut seefektif membasmi nyamuk dengan Baygon.,0
723,Teknik pengobatan itu efektif.,Teknik pengobatan itu tidak efektif.,1,Teknik pengobatan tersebut seefektif menangkap lalat dengan sumpit.,0
724,Giginya tajam.,Giginya tumpul.,0,Giginya setajam pisau bedah.,1
725,Giginya tajam.,Giginya tumpul.,1,Giginya setajam pisau plastik.,1
